Observatoire des territoires - ANCT,...2,...3,...4
Taux de participation aux élections législatives (Commune (2022)),,,
,,,
,,,Législatives - Taux d'abstention au 1er tour
codgeo,libgeo,an,tx_abst_elec_leg
58259,Saint-Parize-en-Viry,2017,56
58259,Saint-Parize-en-Viry,2022,50
58260,Saint-Parize-le-Châtel,2017,52.7
58260,Saint-Parize-le-Châtel,2022,50.3
58261,Saint-Père,2017,46.2
58261,Saint-Père,2022,44
58262,Saint-Péreuse,2017,46.1
58262,Saint-Péreuse,2022,49.2
58263,Saint-Pierre-du-Mont,2017,40.1
58263,Saint-Pierre-du-Mont,2022,47.1
58264,Saint-Pierre-le-Moûtier,2017,49.8
58264,Saint-Pierre-le-Moûtier,2022,49.8
58265,Saint-Quentin-sur-Nohain,2017,37.6
58265,Saint-Quentin-sur-Nohain,2022,30.9
58266,Saint-Révérien,2017,41.5
58266,Saint-Révérien,2022,38.3
58267,Saint-Saulge,2017,49.6
58267,Saint-Saulge,2022,53.1
58268,Saint-Seine,2017,42.6
58268,Saint-Seine,2022,42.3
58269,Saint-Sulpice,2017,45.1
58269,Saint-Sulpice,2022,45.7
58270,Saint-Vérain,2017,48.4
58270,Saint-Vérain,2022,44.8
58271,Saizy,2017,37.4
58271,Saizy,2022,31.1
58272,Sardy-lès-Épiry,2017,31.7
58272,Sardy-lès-Épiry,2022,25.3
58273,Sauvigny-les-Bois,2017,51.9
58273,Sauvigny-les-Bois,2022,49.8
58274,Savigny-Poil-Fol,2017,39
58274,Savigny-Poil-Fol,2022,36.7
58275,Saxi-Bourdon,2017,43.6
58275,Saxi-Bourdon,2022,47.2
58276,Sémelay,2017,45.4
58276,Sémelay,2022,44.4
58277,Sermages,2017,39
58277,Sermages,2022,32.6
58278,Sermoise-sur-Loire,2017,48.2
58278,Sermoise-sur-Loire,2022,49.1
58279,Sichamps,2017,53.6
58279,Sichamps,2022,56.7
58280,Sougy-sur-Loire,2017,49.7
58280,Sougy-sur-Loire,2022,50.2
58281,Suilly-la-Tour,2017,43.9
58281,Suilly-la-Tour,2022,45.3
58282,Surgy,2017,48
58282,Surgy,2022,46.6
58283,Taconnay,2017,43.2
58283,Taconnay,2022,25.4
58284,Talon,2017,36.7
58284,Talon,2022,37.8
58285,Tamnay-en-Bazois,2017,39.7
58285,Tamnay-en-Bazois,2022,45.6
58286,Tannay,2017,31.1
58286,Tannay,2022,39.3
58287,Tazilly,2017,47.8
58287,Tazilly,2022,32.7
58288,Teigny,2017,41.8
58288,Teigny,2022,30.1
58289,Ternant,2017,57.4
58289,Ternant,2022,47.2
58290,Thaix,2017,33.3
58290,Thaix,2022,45.8
58291,Thianges,2017,40.9
58291,Thianges,2022,43.1
58292,Tintury,2017,51.9
58292,Tintury,2022,48.3
58293,Toury-Lurcy,2017,55.2
58293,Toury-Lurcy,2022,49.4
58294,Toury-sur-Jour,2017,35.6
58294,Toury-sur-Jour,2022,36
58295,Tracy-sur-Loire,2017,47.4
58295,Tracy-sur-Loire,2022,43.7
58296,Tresnay,2017,51.5
58296,Tresnay,2022,45.1
58297,Trois-Vèvres,2017,56.2
58297,Trois-Vèvres,2022,48.8
58298,Tronsanges,2017,43.5
58298,Tronsanges,2022,52.6
58299,Trucy-l'Orgueilleux,2017,39.1
58299,Trucy-l'Orgueilleux,2022,42.6
58300,Urzy,2017,47.3
58300,Urzy,2022,46.7
58301,Vandenesse,2017,33.7
58301,Vandenesse,2022,33.1
58302,Varennes-lès-Narcy,2017,49.1
58302,Varennes-lès-Narcy,2022,47.4
58303,Varennes-Vauzelles,2017,47.5
58303,Varennes-Vauzelles,2022,49.6
58304,Varzy,2017,51.6
58304,Varzy,2022,52.4
58305,Vauclaix,2017,49.5
58305,Vauclaix,2022,40.6
58306,Verneuil,2017,46
58306,Verneuil,2022,55.4
58307,Vielmanay,2017,43.4
58307,Vielmanay,2022,43.6
58308,Vignol,2017,35.3
58308,Vignol,2022,34.9
58309,Villapourçon,2017,39.3
58309,Villapourçon,2022,42
58310,Villiers-le-Sec,2017,33.3
58310,Villiers-le-Sec,2022,24.2
58311,Ville-Langy,2017,49
58311,Ville-Langy,2022,44.8
58312,Villiers-sur-Yonne,2017,50.2
58312,Villiers-sur-Yonne,2022,47.9
58313,Vitry-Laché,2017,39
58313,Vitry-Laché,2022,38.6
59001,Abancourt,2017,42
59001,Abancourt,2022,43.4
59002,Abscon,2017,53.1
59002,Abscon,2022,57.1
59003,Aibes,2017,57.4
59003,Aibes,2022,51.4
59004,Aix-en-Pévèle,2017,39.2
59004,Aix-en-Pévèle,2022,44.3
59005,Allennes-les-Marais,2017,47.4
59005,Allennes-les-Marais,2022,50.8
59006,Amfroipret,2017,47.4
59006,Amfroipret,2022,53.4
59007,Anhiers,2017,45.8
59007,Anhiers,2022,46
59008,Aniche,2017,62.2
59008,Aniche,2022,63.5
59009,Villeneuve-d'Ascq,2017,52
59009,Villeneuve-d'Ascq,2022,53.1
59010,Anneux,2017,40.1
59010,Anneux,2022,55.7
59011,Annœullin,2017,53.4
59011,Annœullin,2022,54.2
59012,Anor,2017,57
59012,Anor,2022,60.7
59013,Anstaing,2017,40.2
59013,Anstaing,2022,43.1
59014,Anzin,2017,65
59014,Anzin,2022,67.5
59015,Arleux,2017,47.3
59015,Arleux,2022,55
59016,Armbouts-Cappel,2017,48
59016,Armbouts-Cappel,2022,48.8
59017,Armentières,2017,56.9
59017,Armentières,2022,59.5
59018,Arnèke,2017,40.8
59018,Arnèke,2022,44.8
59019,Artres,2017,50.8
59019,Artres,2022,51
59021,Assevent,2017,51.8
59021,Assevent,2022,51.7
59022,Attiches,2017,45
59022,Attiches,2022,45.2
59023,Aubencheul-au-Bac,2017,51.2
59023,Aubencheul-au-Bac,2022,47.4
59024,Auberchicourt,2017,51.8
59024,Auberchicourt,2022,52.8
59025,Aubers,2017,46.6
59025,Aubers,2022,46.6
59026,Aubigny-au-Bac,2017,48.7
59026,Aubigny-au-Bac,2022,52.6
59027,Aubry-du-Hainaut,2017,49.9
59027,Aubry-du-Hainaut,2022,45.8
59028,Auby,2017,56.5
59028,Auby,2022,57.4
59029,Auchy-lez-Orchies,2017,41.3
59029,Auchy-lez-Orchies,2022,46.2
59031,Audignies,2017,60.1
59031,Audignies,2022,54.9
59032,Aulnoy-lez-Valenciennes,2017,56.9
59032,Aulnoy-lez-Valenciennes,2022,58.3
59033,Aulnoye-Aymeries,2017,58.6
59033,Aulnoye-Aymeries,2022,60
59034,Avelin,2017,41
59034,Avelin,2022,44.7
59035,Avesnelles,2017,59
59035,Avesnelles,2022,59
59036,Avesnes-sur-Helpe,2017,62.2
59036,Avesnes-sur-Helpe,2022,61.1
59037,Avesnes-les-Aubert,2017,50.2
59037,Avesnes-les-Aubert,2022,56.6
59038,Avesnes-le-Sec,2017,50.5
59038,Avesnes-le-Sec,2022,52.8
59039,Awoingt,2017,52.7
59039,Awoingt,2022,50.2
59041,Bachant,2017,56.9
59041,Bachant,2022,53.8
59042,Bachy,2017,39.2
59042,Bachy,2022,44.1
59043,Bailleul,2017,49.8
59043,Bailleul,2022,54.2
59044,Baisieux,2017,50
59044,Baisieux,2022,49.7
59045,Baives,2017,58.3
59045,Baives,2022,60.2
59046,Bambecque,2017,45.6
59046,Bambecque,2022,46.1
59047,Banteux,2017,57.9
59047,Banteux,2022,55.9
59048,Bantigny,2017,46
59048,Bantigny,2022,45.2
59049,Bantouzelle,2017,50.2
59049,Bantouzelle,2022,51.9
59050,Bas-Lieu,2017,39.7
59050,Bas-Lieu,2022,39.8
59051,La Bassée,2017,52.4
59051,La Bassée,2022,54.7
59052,Bauvin,2017,50.8
59052,Bauvin,2022,54.1
59053,Bavay,2017,50
59053,Bavay,2022,55.5
59054,Bavinchove,2017,48.5
59054,Bavinchove,2022,51.6
59055,Bazuel,2017,48.1
59055,Bazuel,2022,57
59056,Beaucamps-Ligny,2017,36.6
59056,Beaucamps-Ligny,2022,40.3
59057,Beaudignies,2017,44
59057,Beaudignies,2022,46.9
59058,Beaufort,2017,55
59058,Beaufort,2022,50.9
59059,Beaumont-en-Cambrésis,2017,43.1
59059,Beaumont-en-Cambrésis,2022,50.4
59060,Beaurain,2017,48.9
59060,Beaurain,2022,50.5
59061,Beaurepaire-sur-Sambre,2017,49.5
59061,Beaurepaire-sur-Sambre,2022,52.9
59062,Beaurieux,2017,25.2
59062,Beaurieux,2022,35.6
59063,Beauvois-en-Cambrésis,2017,55.8
59063,Beauvois-en-Cambrésis,2022,58.3
59064,Bellaing,2017,49.8
59064,Bellaing,2022,49
59065,Bellignies,2017,59.1
59065,Bellignies,2022,58.6
59066,Bérelles,2017,50
59066,Bérelles,2022,53.8
59067,Bergues,2017,53.2
59067,Bergues,2022,56.6
59068,Berlaimont,2017,58.9
59068,Berlaimont,2022,59.2
59069,Bermerain,2017,52.8
59069,Bermerain,2022,48.6
59070,Bermeries,2017,55
59070,Bermeries,2022,53.9
59071,Bersée,2017,43.2
59071,Bersée,2022,46.5
59072,Bersillies,2017,48.5
59072,Bersillies,2022,40.7
59073,Berthen,2017,45
59073,Berthen,2022,47.5
59074,Bertry,2017,52.5
59074,Bertry,2022,56.7
59075,Béthencourt,2017,48.3
59075,Béthencourt,2022,49.4
59076,Bettignies,2017,49.3
59076,Bettignies,2022,42.4
59077,Bettrechies,2017,54
59077,Bettrechies,2022,54.1
59078,Beugnies,2017,58
59078,Beugnies,2022,47.1
59079,Beuvrages,2017,63
59079,Beuvrages,2022,60.4
59080,Beuvry-la-Forêt,2017,48.2
59080,Beuvry-la-Forêt,2022,51.3
59081,Bévillers,2017,47.4
59081,Bévillers,2022,49.9
59082,Bierne,2017,47.2
59082,Bierne,2022,48.7
59083,Bissezeele,2017,40.2
59083,Bissezeele,2022,36.9
59084,Blaringhem,2017,50
59084,Blaringhem,2022,53.9
59085,Blécourt,2017,43.7
59085,Blécourt,2022,46.5
59086,Boeschepe,2017,45
59086,Boeschepe,2022,48.4
59087,Boëseghem,2017,45.5
59087,Boëseghem,2022,49.5
59088,Bois-Grenier,2017,42.6
59088,Bois-Grenier,2022,46.5
59089,Bollezeele,2017,46.3
59089,Bollezeele,2022,43.2
59090,Bondues,2017,46.8
59090,Bondues,2022,46.4
59091,Borre,2017,40.9
59091,Borre,2022,40.8
59092,Bouchain,2017,53.7
59092,Bouchain,2022,55.4
59093,Boulogne-sur-Helpe,2017,41.8
59093,Boulogne-sur-Helpe,2022,44.3
59094,Bourbourg,2017,54.7
59094,Bourbourg,2022,58
59096,Bourghelles,2017,43.9
59096,Bourghelles,2022,45
59097,Boursies,2017,46.1
59097,Boursies,2022,43.8
59098,Bousbecque,2017,54
59098,Bousbecque,2022,54.8
59099,Bousies,2017,54.5
59099,Bousies,2022,55.1
59100,Bousignies,2017,44
59100,Bousignies,2022,42
59101,Bousignies-sur-Roc,2017,62.1
59101,Bousignies-sur-Roc,2022,53.3
59102,Boussières-en-Cambrésis,2017,49.4
59102,Boussières-en-Cambrésis,2022,51.5
59103,Boussières-sur-Sambre,2017,46.3
59103,Boussières-sur-Sambre,2022,40.7
59104,Boussois,2017,58.2
59104,Boussois,2022,57.9
59105,Bouvignies,2017,47.9
59105,Bouvignies,2022,47.2
59106,Bouvines,2017,35.9
59106,Bouvines,2022,37.1
59107,Bray-Dunes,2017,52.2
59107,Bray-Dunes,2022,55.6
59108,Briastre,2017,47.2
59108,Briastre,2022,48.7
59109,Brillon,2017,45.9
59109,Brillon,2022,48.2
59110,Brouckerque,2017,45.6
59110,Brouckerque,2022,51.8
59111,Broxeele,2017,43.2
59111,Broxeele,2022,53.4
59112,Bruay-sur-l'Escaut,2017,64.7
59112,Bruay-sur-l'Escaut,2022,65.6
59113,Bruille-lez-Marchiennes,2017,35.3
59113,Bruille-lez-Marchiennes,2022,37.2
59114,Bruille-Saint-Amand,2017,51.9
59114,Bruille-Saint-Amand,2022,53.6
59115,Brunémont,2017,54.9
59115,Brunémont,2022,52.6
59116,Bry,2017,44.8
59116,Bry,2022,50.6
59117,Bugnicourt,2017,43.7
59117,Bugnicourt,2022,51.5
59118,Busigny,2017,53.5
59118,Busigny,2022,56.6
59119,Buysscheure,2017,45
59119,Buysscheure,2022,43.6
59120,Caëstre,2017,46.7
59120,Caëstre,2022,50.3
59121,Cagnoncles,2017,54.2
59121,Cagnoncles,2022,51.3
59122,Cambrai,2017,57.6
59122,Cambrai,2022,59.6
59123,Camphin-en-Carembault,2017,46.1
59123,Camphin-en-Carembault,2022,47.4
59124,Camphin-en-Pévèle,2017,43.1
59124,Camphin-en-Pévèle,2022,46.2
59125,Cantaing-sur-Escaut,2017,47
59125,Cantaing-sur-Escaut,2022,49.8
59126,Cantin,2017,44.8
59126,Cantin,2022,46.9
59127,Capelle,2017,43.3
59127,Capelle,2022,44.4
59128,Capinghem,2017,43.6
59128,Capinghem,2022,44.5
59129,Cappelle-en-Pévèle,2017,45.2
59129,Cappelle-en-Pévèle,2022,45
59130,Cappelle-Brouck,2017,50
59130,Cappelle-Brouck,2022,52.6
59131,Cappelle-la-Grande,2017,52.7
59131,Cappelle-la-Grande,2022,57.3
59132,Carnières,2017,44.1
59132,Carnières,2022,50.3
59133,Carnin,2017,42.2
59133,Carnin,2022,40.9
59134,Cartignies,2017,56.1
59134,Cartignies,2022,53.3
59135,Cassel,2017,46.6
59135,Cassel,2022,42.3
59136,Le Cateau-Cambrésis,2017,54.9
59136,Le Cateau-Cambrésis,2022,57.8
59137,Catillon-sur-Sambre,2017,48.7
59137,Catillon-sur-Sambre,2022,52
59138,Cattenières,2017,48
59138,Cattenières,2022,50.5
59139,Caudry,2017,51.7
59139,Caudry,2022,56.5
59140,Caullery,2017,52
59140,Caullery,2022,58.7
59141,Cauroir,2017,50.2
59141,Cauroir,2022,47.6
59142,Cerfontaine,2017,55
59142,Cerfontaine,2022,52.5
59143,La Chapelle-d'Armentières,2017,50.8
59143,La Chapelle-d'Armentières,2022,52.5
59144,Château-l'Abbaye,2017,49.2
59144,Château-l'Abbaye,2022,52.1
59145,Chemy,2017,34.3
59145,Chemy,2022,43.1
59146,Chéreng,2017,42.1
59146,Chéreng,2022,43.7
59147,Choisies,2017,36.5
59147,Choisies,2022,25.5
59148,Clairfayts,2017,57.1
59148,Clairfayts,2022,55.1
59149,Clary,2017,48.4
59149,Clary,2022,52.6
59150,Cobrieux,2017,38.1
59150,Cobrieux,2022,35.2
59151,Colleret,2017,57.4
59151,Colleret,2022,57.4
59152,Comines,2017,59.3
59152,Comines,2022,61.3
59153,Condé-sur-l'Escaut,2017,66
59153,Condé-sur-l'Escaut,2022,67.3
59155,Coudekerque-Branche,2017,51.1
59155,Coudekerque-Branche,2022,55.7
59156,Courchelettes,2017,57
59156,Courchelettes,2022,51.1
59157,Cousolre,2017,57.8
59157,Cousolre,2022,60
59158,Coutiches,2017,48.7
59158,Coutiches,2022,48.6
59159,Craywick,2017,48.1
59159,Craywick,2022,56.2
59160,Crespin,2017,59.6
59160,Crespin,2022,62.1
59161,Crèvecœur-sur-l'Escaut,2017,46.6
59161,Crèvecœur-sur-l'Escaut,2022,52.5
59162,Crochte,2017,44.4
59162,Crochte,2022,47.1
59163,Croix,2017,50.8
59163,Croix,2022,50.9
59164,Croix-Caluyau,2017,49.5
59164,Croix-Caluyau,2022,51.6
59165,Cuincy,2017,50.2
59165,Cuincy,2022,52.3
59166,Curgies,2017,51.2
59166,Curgies,2022,51.7
59167,Cuvillers,2017,49.4
59167,Cuvillers,2022,33.8
59168,Cysoing,2017,46.5
59168,Cysoing,2022,48.9
59169,Damousies,2017,46.1
59169,Damousies,2022,46.3
59170,Dechy,2017,58.5
59170,Dechy,2022,60.4
59171,Dehéries,2017,6.1
59171,Dehéries,2022,40.5
59172,Denain,2017,55.8
59172,Denain,2022,64.5
59173,Deûlémont,2017,51
59173,Deûlémont,2022,54.2
59174,Dimechaux,2017,44.4
59174,Dimechaux,2022,51.4
59175,Dimont,2017,43.2
59175,Dimont,2022,48.3
59176,Doignies,2017,48.1
59176,Doignies,2022,47.6
59177,Dompierre-sur-Helpe,2017,55
59177,Dompierre-sur-Helpe,2022,58.9
59178,Douai,2017,60.4
59178,Douai,2022,60.8
59179,Douchy-les-Mines,2017,58.6
59179,Douchy-les-Mines,2022,60.8
59180,Le Doulieu,2017,39.2
59180,Le Doulieu,2022,44.6
59181,Dourlers,2017,48.2
59181,Dourlers,2022,49.4
59182,Drincham,2017,46.4
59182,Drincham,2022,51
59183,Dunkerque,2017,53.3
59183,Dunkerque,2022,56.7
59184,Ebblinghem,2017,54.7
59184,Ebblinghem,2022,52.5
59185,Écaillon,2017,58.4
59185,Écaillon,2022,58.3
59186,Eccles,2017,38.7
59186,Eccles,2022,33.8
59187,Éclaibes,2017,44.4
59187,Éclaibes,2022,47.5
59188,Écuélin,2017,48
59188,Écuélin,2022,56.3
59189,Eecke,2017,41.3
59189,Eecke,2022,51.7
59190,Élesmes,2017,50.8
59190,Élesmes,2022,50.3
59191,Élincourt,2017,51
59191,Élincourt,2022,53.3
59192,Émerchicourt,2017,50.8
59192,Émerchicourt,2022,47.9
59193,Emmerin,2017,44
59193,Emmerin,2022,48.9
59194,Englefontaine,2017,52.9
59194,Englefontaine,2022,55.9
59195,Englos,2017,43.1
59195,Englos,2022,40.2
59196,Ennetières-en-Weppes,2017,42
59196,Ennetières-en-Weppes,2022,43.7
59197,Ennevelin,2017,40
59197,Ennevelin,2022,41.1
59198,Eppe-Sauvage,2017,52.5
59198,Eppe-Sauvage,2022,54.7
59199,Erchin,2017,44.2
59199,Erchin,2022,43.1
59200,Eringhem,2017,50.4
59200,Eringhem,2022,49.1
59201,Erquinghem-le-Sec,2017,37.8
59201,Erquinghem-le-Sec,2022,41.1
59202,Erquinghem-Lys,2017,52.5
59202,Erquinghem-Lys,2022,51.3
59203,Erre,2017,48.9
59203,Erre,2022,50.2
59204,Escarmain,2017,52.7
59204,Escarmain,2022,49.3
59205,Escaudain,2017,59.8
59205,Escaudain,2022,62.9
59206,Escaudœuvres,2017,59.5
59206,Escaudœuvres,2022,55.2
59207,Escautpont,2017,58.5
59207,Escautpont,2022,63
59208,Escobecques,2017,34.4
59208,Escobecques,2022,26.1
59209,Esnes,2017,46
59209,Esnes,2022,50.3
59210,Esquelbecq,2017,39.9
59210,Esquelbecq,2022,46.5
59211,Esquerchin,2017,41.3
59211,Esquerchin,2022,38.6
59212,Estaires,2017,50
59212,Estaires,2022,57.1
59213,Estourmel,2017,38.3
59213,Estourmel,2022,34.5
59214,Estrées,2017,39.7
59214,Estrées,2022,42.2
59215,Estreux,2017,44.3
59215,Estreux,2022,43.3
59216,Eswars,2017,43
59216,Eswars,2022,44.6
59217,Eth,2017,46.7
59217,Eth,2022,43.7
59218,Étrœungt,2017,56.4
59218,Étrœungt,2022,62.2
59219,Estrun,2017,50.8
59219,Estrun,2022,47.3
59220,Faches-Thumesnil,2017,51
59220,Faches-Thumesnil,2022,52.3
59221,Famars,2017,50.4
59221,Famars,2022,53.9
59222,Faumont,2017,45.4
59222,Faumont,2022,50.1
59223,Le Favril,2017,55.9
59223,Le Favril,2022,52.5
59224,Féchain,2017,51.9
59224,Féchain,2022,59.1
59225,Feignies,2017,59.2
59225,Feignies,2022,60.1
59226,Felleries,2017,53.4
59226,Felleries,2022,54.8
59227,Fenain,2017,54.9
59227,Fenain,2022,60.9
59228,Férin,2017,44
59228,Férin,2022,48.8
59229,Féron,2017,50.4
59229,Féron,2022,48.7
59230,Ferrière-la-Grande,2017,56.7
59230,Ferrière-la-Grande,2022,59.6
59231,Ferrière-la-Petite,2017,51.6
59231,Ferrière-la-Petite,2022,52.3
59232,La Flamengrie,2017,39.8
59232,La Flamengrie,2022,42
59233,Flaumont-Waudrechies,2017,54.8
59233,Flaumont-Waudrechies,2022,61.6
59234,Flers-en-Escrebieux,2017,55.9
59234,Flers-en-Escrebieux,2022,57.3
59236,Flesquières,2017,40.9
59236,Flesquières,2022,44.1
59237,Flêtre,2017,48.1
59237,Flêtre,2022,47.2
59238,Flines-lès-Mortagne,2017,58.7
59238,Flines-lès-Mortagne,2022,61.3
59239,Flines-lez-Raches,2017,52.4
59239,Flines-lez-Raches,2022,52.8
59240,Floursies,2017,49.6
59240,Floursies,2022,38.7
59241,Floyon,2017,60.2
59241,Floyon,2022,60.5
59242,Fontaine-au-Bois,2017,43.2
59242,Fontaine-au-Bois,2022,44.4
59243,Fontaine-au-Pire,2017,53.6
59243,Fontaine-au-Pire,2022,50.7
59244,Fontaine-Notre-Dame,2017,50.1
59244,Fontaine-Notre-Dame,2022,51.1
59246,Forest-en-Cambrésis,2017,46.5
59246,Forest-en-Cambrésis,2022,51
59247,Forest-sur-Marque,2017,46.9
59247,Forest-sur-Marque,2022,47
59249,Fourmies,2017,61.5
59249,Fourmies,2022,64.6
59250,Fournes-en-Weppes,2017,43.5
59250,Fournes-en-Weppes,2022,45.1
59251,Frasnoy,2017,44.2
59251,Frasnoy,2022,47.6
59252,Frelinghien,2017,44.1
59252,Frelinghien,2022,47.4
59253,Fresnes-sur-Escaut,2017,62
59253,Fresnes-sur-Escaut,2022,60.8
59254,Fressain,2017,45.4
59254,Fressain,2022,49.5
59255,Fressies,2017,53.8
59255,Fressies,2022,52.3
59256,Fretin,2017,48.3
59256,Fretin,2022,45.5
59257,Fromelles,2017,41.8
59257,Fromelles,2022,40.1
59258,Genech,2017,45.4
59258,Genech,2022,44.2
59259,Ghissignies,2017,38
59259,Ghissignies,2022,39.5
59260,Ghyvelde,2017,50.6
59260,Ghyvelde,2022,53.4
59261,Glageon,2017,57.9
59261,Glageon,2022,56.4
59262,Godewaersvelde,2017,43.1
59262,Godewaersvelde,2022,47.4
59263,Gœulzin,2017,47.9
59263,Gœulzin,2022,50.2
59264,Gognies-Chaussée,2017,59.7
59264,Gognies-Chaussée,2022,61.6
59265,Gommegnies,2017,60.2
59265,Gommegnies,2022,56.2
59266,Gondecourt,2017,46.6
59266,Gondecourt,2022,48.4
59267,Gonnelieu,2017,57.1
59267,Gonnelieu,2022,53.7
59268,La Gorgue,2017,51.3
59268,La Gorgue,2022,56.1
59269,Gouzeaucourt,2017,53.2
59269,Gouzeaucourt,2022,54.5
59270,Grand-Fayt,2017,48.9
59270,Grand-Fayt,2022,48
59271,Grande-Synthe,2017,66.7
59271,Grande-Synthe,2022,66
59272,Grand-Fort-Philippe,2017,59.6
59272,Grand-Fort-Philippe,2022,62.5
59273,Gravelines,2017,49.9
59273,Gravelines,2022,57
59274,La Groise,2017,55.6
59274,La Groise,2022,48.5
59275,Gruson,2017,33.6
59275,Gruson,2022,33.4
59276,Guesnain,2017,57.8
59276,Guesnain,2022,53.4
59277,Gussignies,2017,54.7
59277,Gussignies,2022,51.1
59278,Hallennes-lez-Haubourdin,2017,46.6
59278,Hallennes-lez-Haubourdin,2022,50.1
59279,Halluin,2017,58.7
59279,Halluin,2022,61.3
59280,Hamel,2017,34.7
59280,Hamel,2022,53.9
59281,Hantay,2017,50
59281,Hantay,2022,47.5
59282,Hardifort,2017,41.8
59282,Hardifort,2022,37.9
59283,Hargnies,2017,45.3
59283,Hargnies,2022,49.6
59284,Hasnon,2017,53.6
59284,Hasnon,2022,54.3
59285,Haspres,2017,51.5
59285,Haspres,2022,52
59286,Haubourdin,2017,55.2
59286,Haubourdin,2022,56.5
59287,Haucourt-en-Cambrésis,2017,38.5
59287,Haucourt-en-Cambrésis,2022,41.8
59288,Haulchin,2017,50.9
59288,Haulchin,2022,50.8
59289,Haussy,2017,54.4
59289,Haussy,2022,55.8
59290,Haut-Lieu,2017,60.4
59290,Haut-Lieu,2022,52.5
59291,Hautmont,2017,67.4
59291,Hautmont,2022,67.8
59292,Haveluy,2017,52.6
59292,Haveluy,2022,58
59293,Haverskerque,2017,47.9
59293,Haverskerque,2022,53
59294,Haynecourt,2017,39.4
59294,Haynecourt,2022,46.9
59295,Hazebrouck,2017,50.1
59295,Hazebrouck,2022,54.6
59296,Hecq,2017,58.3
59296,Hecq,2022,55.3
59297,Hélesmes,2017,57.1
59297,Hélesmes,2022,56.4
59299,Hem,2017,52.6
59299,Hem,2022,54.5
59300,Hem-Lenglet,2017,46.2
59300,Hem-Lenglet,2022,40.5
59301,Hergnies,2017,61.8
59301,Hergnies,2022,60.7
59302,Hérin,2017,54.4
59302,Hérin,2022,58.5
59303,Herlies,2017,47.4
59303,Herlies,2022,47.8
59304,Herrin,2017,39.8
59304,Herrin,2022,37.5
59305,Herzeele,2017,44
59305,Herzeele,2022,45.6
59306,Hestrud,2017,50
59306,Hestrud,2022,49.7
59307,Holque,2017,50.4
59307,Holque,2022,53.5
59308,Hondeghem,2017,28.8
59308,Hondeghem,2022,40.7
59309,Hondschoote,2017,53.2
59309,Hondschoote,2022,57.4
59310,Hon-Hergies,2017,52.4
59310,Hon-Hergies,2022,52.4
59311,Honnechy,2017,48.3
59311,Honnechy,2022,51.3
59312,Honnecourt-sur-Escaut,2017,49.7
59312,Honnecourt-sur-Escaut,2022,55.8
59313,Hordain,2017,44.7
59313,Hordain,2022,48.3
59314,Hornaing,2017,40.5
59314,Hornaing,2022,55.8
59315,Houdain-lez-Bavay,2017,55.9
59315,Houdain-lez-Bavay,2022,54.1
59316,Houplin-Ancoisne,2017,43.3
59316,Houplin-Ancoisne,2022,48.5
59317,Houplines,2017,56.5
59317,Houplines,2022,59.6
59318,Houtkerque,2017,52.5
59318,Houtkerque,2022,51.7
59319,Hoymille,2017,46.7
59319,Hoymille,2022,50
59320,Illies,2017,44.8
59320,Illies,2022,47
59321,Inchy,2017,52.5
59321,Inchy,2022,53.6
59322,Iwuy,2017,55.6
59322,Iwuy,2022,57
59323,Jenlain,2017,52.1
59323,Jenlain,2022,46.3
59324,Jeumont,2017,66.5
59324,Jeumont,2022,65.6
59325,Jolimetz,2017,48.8
59325,Jolimetz,2022,47.7
59326,Killem,2017,49.8
59326,Killem,2022,51.1
59327,Lallaing,2017,55.1
59327,Lallaing,2022,60.9
59328,Lambersart,2017,46.1
59328,Lambersart,2022,47.3
59329,Lambres-lez-Douai,2017,50.7
59329,Lambres-lez-Douai,2022,51.2
59330,Landas,2017,45.9
59330,Landas,2022,45.6
59331,Landrecies,2017,53
59331,Landrecies,2022,54.8
59332,Lannoy,2017,62.9
59332,Lannoy,2022,61.5
59333,Larouillies,2017,50.8
59333,Larouillies,2022,55.9
59334,Lauwin-Planque,2017,47.7
59334,Lauwin-Planque,2022,46.8
59335,Lecelles,2017,51.7
59335,Lecelles,2022,52.1
59336,Lécluse,2017,49.7
59336,Lécluse,2022,53.6
59337,Lederzeele,2017,51.6
59337,Lederzeele,2022,47.9
59338,Ledringhem,2017,33.5
59338,Ledringhem,2022,36.9
59339,Leers,2017,54.3
59339,Leers,2022,55.8
59340,Leffrinckoucke,2017,51.4
59340,Leffrinckoucke,2022,51.2
59341,Lesdain,2017,39.8
59341,Lesdain,2022,45.2
59342,Lez-Fontaine,2017,35.4
59342,Lez-Fontaine,2022,41.2
59343,Lesquin,2017,45.2
59343,Lesquin,2022,46.9
59344,Leval,2017,58.6
59344,Leval,2022,57.7
59345,Lewarde,2017,44.4
59345,Lewarde,2022,48.6
59346,Lezennes,2017,44.8
59346,Lezennes,2022,45.9
59347,Liessies,2017,55.3
59347,Liessies,2022,52.2
59348,Lieu-Saint-Amand,2017,44.4
59348,Lieu-Saint-Amand,2022,51.4
59349,Ligny-en-Cambrésis,2017,52.5
59349,Ligny-en-Cambrésis,2022,55.6
59350,Lille,2017,53.4
59350,Lille,2022,52.6
59351,Limont-Fontaine,2017,51
59351,Limont-Fontaine,2022,52.9
59352,Linselles,2017,51.1
59352,Linselles,2022,54.4
59353,Locquignol,2017,37.5
59353,Locquignol,2022,47.6
59354,Loffre,2017,41.5
