Observatoire des territoires - ANCT,...2,...3,...4
Taux de participation aux élections législatives (Commune (2022)),,,
,,,
,,,Législatives - Taux d'abstention au 1er tour
codgeo,libgeo,an,tx_abst_elec_leg
57621,Saint-Médard,2017,43.2
57621,Saint-Médard,2022,40.5
57622,Saint-Privat-la-Montagne,2017,59.6
57622,Saint-Privat-la-Montagne,2022,58.7
57623,Saint-Quirin,2017,53.6
57623,Saint-Quirin,2022,53.6
57624,Sainte-Ruffine,2017,42.8
57624,Sainte-Ruffine,2022,43.9
57625,Salonnes,2017,56.9
57625,Salonnes,2022,55.8
57626,Sanry-lès-Vigy,2017,48.8
57626,Sanry-lès-Vigy,2022,48
57627,Sanry-sur-Nied,2017,53.3
57627,Sanry-sur-Nied,2022,49.4
57628,Sarralbe,2017,58.5
57628,Sarralbe,2022,62.5
57629,Sarraltroff,2017,52
57629,Sarraltroff,2022,54.2
57630,Sarrebourg,2017,56.6
57630,Sarrebourg,2022,58.9
57631,Sarreguemines,2017,59
57631,Sarreguemines,2022,64
57633,Sarreinsming,2017,54.7
57633,Sarreinsming,2022,57.4
57634,Saulny,2017,46.3
57634,Saulny,2022,48.8
57635,Schalbach,2017,46
57635,Schalbach,2022,42.4
57636,Schmittviller,2017,57.5
57636,Schmittviller,2022,52.5
57637,Schneckenbusch,2017,51.5
57637,Schneckenbusch,2022,51.8
57638,Schœneck,2017,56.1
57638,Schœneck,2022,57.1
57639,Schorbach,2017,48.5
57639,Schorbach,2022,53.1
57640,Schwerdorff,2017,47.7
57640,Schwerdorff,2022,50.3
57641,Schweyen,2017,34.4
57641,Schweyen,2022,36.6
57642,Scy-Chazelles,2017,49.7
57642,Scy-Chazelles,2022,53.8
57643,Secourt,2017,47.7
57643,Secourt,2022,44.4
57644,Seingbouse,2017,54.5
57644,Seingbouse,2022,58.9
57645,Semécourt,2017,52.5
57645,Semécourt,2022,50.3
57647,Serémange-Erzange,2017,60.8
57647,Serémange-Erzange,2022,61.5
57648,Servigny-lès-Raville,2017,47.7
57648,Servigny-lès-Raville,2022,56.2
57649,Servigny-lès-Sainte-Barbe,2017,44.3
57649,Servigny-lès-Sainte-Barbe,2022,49.8
57650,Sierck-les-Bains,2017,62.8
57650,Sierck-les-Bains,2022,59.8
57651,Siersthal,2017,51.1
57651,Siersthal,2022,49.9
57652,Sillegny,2017,45.6
57652,Sillegny,2022,47
57653,Silly-en-Saulnois,2017,38.6
57653,Silly-en-Saulnois,2022,34.2
57654,Silly-sur-Nied,2017,52.7
57654,Silly-sur-Nied,2022,52.5
57655,Solgne,2017,53.1
57655,Solgne,2022,54.2
57656,Sorbey,2017,50.2
57656,Sorbey,2022,49.6
57657,Sotzeling,2017,33.3
57657,Sotzeling,2022,12.5
57658,Soucht,2017,58.7
57658,Soucht,2022,60.2
57659,Spicheren,2017,52.9
57659,Spicheren,2022,54.5
57660,Stiring-Wendel,2017,63.5
57660,Stiring-Wendel,2022,64.1
57661,Sturzelbronn,2017,46.4
57661,Sturzelbronn,2022,45.8
57662,Suisse,2017,44.7
57662,Suisse,2022,35.7
57663,Talange,2017,66
57663,Talange,2022,68.2
57664,Tarquimpol,2017,57.1
57664,Tarquimpol,2022,43.3
57665,Tenteling,2017,62.5
57665,Tenteling,2022,61.7
57666,Terville,2017,61.2
57666,Terville,2022,62.6
57667,Téterchen,2017,50.9
57667,Téterchen,2022,54.2
57668,Teting-sur-Nied,2017,54.8
57668,Teting-sur-Nied,2022,62.1
57669,Théding,2017,58.9
57669,Théding,2022,61.9
57670,Thicourt,2017,44.9
57670,Thicourt,2022,38.5
57671,Thimonville,2017,46.9
57671,Thimonville,2022,38.5
57672,Thionville,2017,53.4
57672,Thionville,2022,56.5
57673,Thonville,2017,44.7
57673,Thonville,2022,46.2
57674,Tincry,2017,36.9
57674,Tincry,2022,44.4
57675,Torcheville,2017,52.7
57675,Torcheville,2022,54.6
57676,Tragny,2017,43.4
57676,Tragny,2022,27.3
57677,Trémery,2017,56.1
57677,Trémery,2022,56.3
57678,Tressange,2017,59.2
57678,Tressange,2022,58.9
57679,Tritteling-Redlach,2017,51.8
57679,Tritteling-Redlach,2022,53.4
57680,Troisfontaines,2017,59.4
57680,Troisfontaines,2022,59.6
57681,Tromborn,2017,50.6
57681,Tromborn,2022,57.8
57682,Turquestein-Blancrupt,2017,37
57682,Turquestein-Blancrupt,2022,24.1
57683,Uckange,2017,67.4
57683,Uckange,2022,68.4
57684,Vahl-Ebersing,2017,54.6
57684,Vahl-Ebersing,2022,61.9
57685,Vahl-lès-Bénestroff,2017,42.7
57685,Vahl-lès-Bénestroff,2022,56.2
57686,Vahl-lès-Faulquemont,2017,45
57686,Vahl-lès-Faulquemont,2022,49
57687,Vallerange,2017,48
57687,Vallerange,2022,52.1
57689,Valmestroff,2017,53.7
57689,Valmestroff,2022,60.4
57690,Valmont,2017,55.2
57690,Valmont,2022,57.4
57691,Valmunster,2017,30.7
57691,Valmunster,2022,29.7
57692,Vannecourt,2017,48.4
57692,Vannecourt,2022,21
57693,Vantoux,2017,47.8
57693,Vantoux,2022,49
57694,Vany,2017,42.7
57694,Vany,2022,44.1
57695,Varize-Vaudoncourt,2017,46.3
57695,Varize-Vaudoncourt,2022,48.6
57696,Varsberg,2017,56.5
57696,Varsberg,2022,55.7
57697,Vasperviller,2017,46.4
57697,Vasperviller,2022,52.1
57698,Vatimont,2017,53.1
57698,Vatimont,2022,55.4
57700,Vaudreching,2017,63.7
57700,Vaudreching,2022,59.3
57701,Vaux,2017,44.5
57701,Vaux,2022,46.9
57702,Vaxy,2017,38.1
57702,Vaxy,2022,33.3
57703,Veckersviller,2017,37.9
57703,Veckersviller,2022,45.3
57704,Veckring,2017,51.3
57704,Veckring,2022,53.3
57705,Velving,2017,49.4
57705,Velving,2022,51.4
57706,Vergaville,2017,58.5
57706,Vergaville,2022,50.1
57707,Vernéville,2017,57.5
57707,Vernéville,2022,54.8
57708,Verny,2017,48.9
57708,Verny,2022,54.6
57709,Vescheim,2017,49.8
57709,Vescheim,2022,52.9
57711,Vibersviller,2017,63.5
57711,Vibersviller,2022,62.2
57712,Vic-sur-Seille,2017,48
57712,Vic-sur-Seille,2022,47.7
57713,Vieux-Lixheim,2017,50.9
57713,Vieux-Lixheim,2022,51.8
57714,Haute-Vigneulles,2017,51.7
57714,Haute-Vigneulles,2022,53
57715,Vigny,2017,53.8
57715,Vigny,2022,57.1
57716,Vigy,2017,51.3
57716,Vigy,2022,55.2
57717,Viller,2017,53.6
57717,Viller,2022,57.8
57718,Villers-Stoncourt,2017,42.1
57718,Villers-Stoncourt,2022,47.4
57719,Villers-sur-Nied,2017,59.6
57719,Villers-sur-Nied,2022,45.5
57720,Villing,2017,61.8
57720,Villing,2022,63.4
57721,Vilsberg,2017,53
57721,Vilsberg,2022,57.8
57723,Virming,2017,55.8
57723,Virming,2022,53.1
57724,Vitry-sur-Orne,2017,61.7
57724,Vitry-sur-Orne,2022,60
57725,Vittersbourg,2017,44.1
57725,Vittersbourg,2022,52
57726,Vittoncourt,2017,53.7
57726,Vittoncourt,2022,51.9
57727,Viviers,2017,43.6
57727,Viviers,2022,39.8
57728,Voimhaut,2017,46
57728,Voimhaut,2022,42.8
57730,Volmerange-lès-Boulay,2017,40.5
57730,Volmerange-lès-Boulay,2022,48
57731,Volmerange-les-Mines,2017,58.6
57731,Volmerange-les-Mines,2022,58.3
57732,Volmunster,2017,47.8
57732,Volmunster,2022,52.3
57733,Volstroff,2017,58.6
57733,Volstroff,2022,59.2
57734,Voyer,2017,56.3
57734,Voyer,2022,64.8
57736,Vry,2017,46.3
57736,Vry,2022,51.7
57737,Vulmont,2017,25
57737,Vulmont,2022,25.7
57738,Waldhouse,2017,47.7
57738,Waldhouse,2022,51.1
57739,Waldweistroff,2017,55.1
57739,Waldweistroff,2022,57.3
57740,Waldwisse,2017,59.9
57740,Waldwisse,2022,64.3
57741,Walschbronn,2017,52
57741,Walschbronn,2022,62.2
57742,Walscheid,2017,54.3
57742,Walscheid,2022,55.4
57743,Waltembourg,2017,36.3
57743,Waltembourg,2022,49
57745,Wiesviller,2017,52.8
57745,Wiesviller,2022,52.1
57746,Willerwald,2017,55.4
57746,Willerwald,2022,58.4
57747,Wintersbourg,2017,56
57747,Wintersbourg,2022,52.3
57748,Wittring,2017,62.3
57748,Wittring,2022,66.2
57749,Vœlfling-lès-Bouzonville,2017,42.4
57749,Vœlfling-lès-Bouzonville,2022,50
57750,Wœlfling-lès-Sarreguemines,2017,50.6
57750,Wœlfling-lès-Sarreguemines,2022,51.8
57751,Woippy,2017,62.5
57751,Woippy,2022,66
57752,Woustviller,2017,59.7
57752,Woustviller,2022,58.9
57753,Wuisse,2017,40
57753,Wuisse,2022,42.9
57754,Xanrey,2017,44.9
57754,Xanrey,2022,33
57755,Xocourt,2017,42.2
57755,Xocourt,2022,42
57756,Xouaxange,2017,47.5
57756,Xouaxange,2022,53.5
57757,Yutz,2017,61.1
57757,Yutz,2022,63.2
57759,Zarbeling,2017,38
57759,Zarbeling,2022,25.9
57760,Zetting,2017,49.4
57760,Zetting,2022,58.2
57761,Zilling,2017,34.2
57761,Zilling,2022,50
57762,Zimming,2017,62.1
57762,Zimming,2022,63.3
57763,Zommange,2017,30.3
57763,Zommange,2022,25.7
57764,Zoufftgen,2017,53.7
57764,Zoufftgen,2022,57.6
57765,Diesen,2017,57.1
57765,Diesen,2022,58.3
57767,Stuckange,2017,51
57767,Stuckange,2022,53.8
58001,Achun,2017,28.7
58001,Achun,2022,39.3
58002,Alligny-Cosne,2017,49.2
58002,Alligny-Cosne,2022,45.8
58003,Alligny-en-Morvan,2017,47.7
58003,Alligny-en-Morvan,2022,48.6
58004,Alluy,2017,44.2
58004,Alluy,2022,40.2
58005,Amazy,2017,35.8
58005,Amazy,2022,48.7
58006,Anlezy,2017,50
58006,Anlezy,2022,41.2
58007,Annay,2017,49.4
58007,Annay,2022,51
58008,Anthien,2017,48.9
58008,Anthien,2022,42.3
58009,Arbourse,2017,38.9
58009,Arbourse,2022,37.1
58010,Arleuf,2017,49.1
58010,Arleuf,2022,47.1
58011,Armes,2017,44.6
58011,Armes,2022,47.1
58012,Arquian,2017,51.8
58012,Arquian,2022,55.8
58013,Arthel,2017,34.4
58013,Arthel,2022,46.8
58014,Arzembouy,2017,59.4
58014,Arzembouy,2022,51.8
58015,Asnan,2017,46.6
58015,Asnan,2022,37.3
58016,Asnois,2017,39.9
58016,Asnois,2022,19.5
58017,Aunay-en-Bazois,2017,47.7
58017,Aunay-en-Bazois,2022,49.2
58018,Authiou,2017,25
58018,Authiou,2022,36.4
58019,Avrée,2017,40.3
58019,Avrée,2022,42.4
58020,Avril-sur-Loire,2017,50.7
58020,Avril-sur-Loire,2022,43.1
58021,Azy-le-Vif,2017,46.6
58021,Azy-le-Vif,2022,49
58023,Bazoches,2017,41.1
58023,Bazoches,2022,42.6
58024,Bazolles,2017,37.6
58024,Bazolles,2022,41.7
58025,Béard,2017,43.8
58025,Béard,2022,42.1
58026,Beaulieu,2017,42.3
58026,Beaulieu,2022,43.2
58027,Beaumont-la-Ferrière,2017,44.9
58027,Beaumont-la-Ferrière,2022,46.9
58028,Beaumont-Sardolles,2017,39
58028,Beaumont-Sardolles,2022,30.7
58029,Beuvron,2017,35.7
58029,Beuvron,2022,27.4
58030,Biches,2017,44.4
58030,Biches,2022,35.8
58031,Billy-Chevannes,2017,58.1
58031,Billy-Chevannes,2022,48.2
58032,Billy-sur-Oisy,2017,54.4
58032,Billy-sur-Oisy,2022,44.2
58033,Bitry,2017,43.8
58033,Bitry,2022,41.7
58034,Blismes,2017,43.1
58034,Blismes,2022,48.3
58035,Bona,2017,45.8
58035,Bona,2022,42.2
58036,Bouhy,2017,44
58036,Bouhy,2022,44.7
58037,Brassy,2017,40
58037,Brassy,2022,44.3
58038,Breugnon,2017,55.3
58038,Breugnon,2022,43.3
58039,Brèves,2017,44
58039,Brèves,2022,41
58040,Brinay,2017,40
58040,Brinay,2022,35.8
58041,Brinon-sur-Beuvron,2017,41.7
58041,Brinon-sur-Beuvron,2022,49.7
58042,Bulcy,2017,47.2
58042,Bulcy,2022,42.6
58043,Bussy-la-Pesle,2017,38.8
58043,Bussy-la-Pesle,2022,37.5
58044,La Celle-sur-Loire,2017,50.7
58044,La Celle-sur-Loire,2022,47.7
58045,La Celle-sur-Nièvre,2017,36
58045,La Celle-sur-Nièvre,2022,36.2
58046,Cercy-la-Tour,2017,47.1
58046,Cercy-la-Tour,2022,52.6
58047,Cervon,2017,47.1
58047,Cervon,2022,47.8
58048,Cessy-les-Bois,2017,34
58048,Cessy-les-Bois,2022,35.7
58049,Chalaux,2017,23.3
58049,Chalaux,2022,32.6
58050,Challement,2017,43.5
58050,Challement,2022,31.7
58051,Challuy,2017,51.1
58051,Challuy,2022,52.3
58052,Champallement,2017,39.1
58052,Champallement,2022,36.4
58053,Champlemy,2017,49.1
58053,Champlemy,2022,43.9
58054,Champlin,2017,30.9
58054,Champlin,2022,32.7
58055,Champvert,2017,52.1
58055,Champvert,2022,46
58056,Champvoux,2017,50.8
58056,Champvoux,2022,45.6
58057,Chantenay-Saint-Imbert,2017,48.2
58057,Chantenay-Saint-Imbert,2022,46.7
58058,La Chapelle-Saint-André,2017,45
58058,La Chapelle-Saint-André,2022,43.1
58059,La Charité-sur-Loire,2017,52.1
58059,La Charité-sur-Loire,2022,54.5
58060,Charrin,2017,53.6
58060,Charrin,2022,47.9
58061,Chasnay,2017,41.8
58061,Chasnay,2022,41.5
58062,Château-Chinon (Ville),2017,45.7
58062,Château-Chinon (Ville),2022,50.7
58063,Château-Chinon (Campagne),2017,39.1
58063,Château-Chinon (Campagne),2022,40.3
58064,Châteauneuf-Val-de-Bargis,2017,44
58064,Châteauneuf-Val-de-Bargis,2022,38.5
58065,Châtillon-en-Bazois,2017,41.4
58065,Châtillon-en-Bazois,2022,46.4
58066,Châtin,2017,52.7
58066,Châtin,2022,49.4
58067,Chaulgnes,2017,53.3
58067,Chaulgnes,2022,50.2
58068,Chaumard,2017,37.3
58068,Chaumard,2022,42.2
58069,Chaumot,2017,45.6
58069,Chaumot,2022,39.2
58070,Chazeuil,2017,36.4
58070,Chazeuil,2022,39.2
58071,Chevannes-Changy,2017,33.3
58071,Chevannes-Changy,2022,31
58072,Chevenon,2017,57.3
58072,Chevenon,2022,44.5
58073,Chevroches,2017,47.3
58073,Chevroches,2022,49
58074,Chiddes,2017,40.5
58074,Chiddes,2022,42.6
58075,Chitry-les-Mines,2017,36
58075,Chitry-les-Mines,2022,41.7
58076,Chougny,2017,40
58076,Chougny,2022,35.2
58077,Ciez,2017,45.8
58077,Ciez,2022,46.5
58078,Cizely,2017,31.8
58078,Cizely,2022,44.7
58079,Clamecy,2017,53.5
58079,Clamecy,2022,55.2
58080,La Collancelle,2017,43.1
58080,La Collancelle,2022,47.6
58081,Colméry,2017,45.7
58081,Colméry,2022,38.7
58082,Corancy,2017,34.9
58082,Corancy,2022,34.6
58083,Corbigny,2017,43.9
58083,Corbigny,2022,49.4
58084,Corvol-d'Embernard,2017,33.7
58084,Corvol-d'Embernard,2022,45.7
58085,Corvol-l'Orgueilleux,2017,53.8
58085,Corvol-l'Orgueilleux,2022,52.7
58086,Cosne-Cours-sur-Loire,2017,50.7
58086,Cosne-Cours-sur-Loire,2022,51.1
58087,Cossaye,2017,54.7
58087,Cossaye,2022,55.2
58088,Coulanges-lès-Nevers,2017,49.1
58088,Coulanges-lès-Nevers,2022,46.2
58089,Couloutre,2017,38.8
58089,Couloutre,2022,48
58090,Courcelles,2017,46.9
58090,Courcelles,2022,40.9
58092,Crux-la-Ville,2017,39.3
58092,Crux-la-Ville,2022,33.9
58093,Cuncy-lès-Varzy,2017,38.4
58093,Cuncy-lès-Varzy,2022,36.4
58094,Dampierre-sous-Bouhy,2017,44.1
58094,Dampierre-sous-Bouhy,2022,40
58095,Decize,2017,50.5
58095,Decize,2022,54.4
58096,Devay,2017,43.9
58096,Devay,2022,43.6
58097,Diennes-Aubigny,2017,39.1
58097,Diennes-Aubigny,2022,33.8
58098,Dirol,2017,40.2
58098,Dirol,2022,42.7
58099,Dommartin,2017,46.6
58099,Dommartin,2022,46.7
58101,Dompierre-sur-Nièvre,2017,45.4
58101,Dompierre-sur-Nièvre,2022,43.5
58102,Donzy,2017,44.4
58102,Donzy,2022,45.4
58103,Dornecy,2017,45.5
58103,Dornecy,2022,52.8
58104,Dornes,2017,51.3
58104,Dornes,2022,51.8
58105,Druy-Parigny,2017,55.7
58105,Druy-Parigny,2022,51.6
58106,Dun-les-Places,2017,42.2
58106,Dun-les-Places,2022,43.9
58107,Dun-sur-Grandry,2017,31.2
58107,Dun-sur-Grandry,2022,35.6
58108,Empury,2017,39.7
58108,Empury,2022,41.2
58109,Entrains-sur-Nohain,2017,52.3
58109,Entrains-sur-Nohain,2022,44.4
58110,Epiry,2017,41.8
58110,Epiry,2022,41.8
58111,Fâchin,2017,36.2
58111,Fâchin,2022,35.6
58112,La Fermeté,2017,46
58112,La Fermeté,2022,48.3
58113,Fertrève,2017,38.5
58113,Fertrève,2022,54.4
58114,Fléty,2017,37.4
58114,Fléty,2022,41.8
58115,Fleury-sur-Loire,2017,56.6
58115,Fleury-sur-Loire,2022,55.1
58116,Flez-Cuzy,2017,45
58116,Flez-Cuzy,2022,38.1
58117,Fourchambault,2017,57.4
58117,Fourchambault,2022,58.6
58118,Fours,2017,45.2
58118,Fours,2022,39.6
58119,Frasnay-Reugny,2017,29.1
58119,Frasnay-Reugny,2022,32
58120,Gâcogne,2017,33.3
58120,Gâcogne,2022,42.3
58121,Garchizy,2017,51.7
58121,Garchizy,2022,53.9
58122,Garchy,2017,48.9
58122,Garchy,2022,50.1
58123,Germenay,2017,48.4
58123,Germenay,2022,38
58124,Germigny-sur-Loire,2017,45.4
58124,Germigny-sur-Loire,2022,45
58125,Gien-sur-Cure,2017,26.9
58125,Gien-sur-Cure,2022,40
58126,Gimouille,2017,51.9
58126,Gimouille,2022,49.3
58127,Giry,2017,39.6
58127,Giry,2022,45.7
58128,Glux-en-Glenne,2017,44.6
58128,Glux-en-Glenne,2022,41.9
58129,Gouloux,2017,47.3
58129,Gouloux,2022,51.3
58130,Grenois,2017,46.4
58130,Grenois,2022,36.4
58131,Guérigny,2017,50.9
58131,Guérigny,2022,49.7
58132,Guipy,2017,43.6
58132,Guipy,2022,39.4
58133,Héry,2017,32.7
58133,Héry,2022,48.1
58134,Imphy,2017,60
58134,Imphy,2022,61.2
58135,Isenay,2017,49
58135,Isenay,2022,43.8
58136,Jailly,2017,26.2
58136,Jailly,2022,27.1
58137,Lamenay-sur-Loire,2017,34.1
58137,Lamenay-sur-Loire,2022,52.1
58138,Langeron,2017,48.6
58138,Langeron,2022,45.4
58139,Lanty,2017,53.7
58139,Lanty,2022,49.5
58140,Larochemillay,2017,41.2
58140,Larochemillay,2022,40.1
58141,Lavault-de-Frétoy,2017,41.9
58141,Lavault-de-Frétoy,2022,45.8
58142,Limanton,2017,37.9
58142,Limanton,2022,37.2
58143,Limon,2017,52.3
58143,Limon,2022,40.4
58144,Livry,2017,54.9
58144,Livry,2022,53.4
58145,Lormes,2017,38.5
58145,Lormes,2022,44.6
58146,Lucenay-lès-Aix,2017,55.1
58146,Lucenay-lès-Aix,2022,53.5
58147,Lurcy-le-Bourg,2017,44.8
58147,Lurcy-le-Bourg,2022,47.4
58148,Luthenay-Uxeloup,2017,50.6
58148,Luthenay-Uxeloup,2022,49.4
58149,Luzy,2017,43.9
58149,Luzy,2022,45
58150,Lys,2017,39.3
58150,Lys,2022,39.8
58151,La Machine,2017,56.1
58151,La Machine,2022,56.2
58152,Magny-Cours,2017,49.5
58152,Magny-Cours,2022,50.9
58153,Magny-Lormes,2017,32.3
58153,Magny-Lormes,2022,38.9
58154,La Maison-Dieu,2017,45.5
58154,La Maison-Dieu,2022,47
58155,La Marche,2017,44.4
58155,La Marche,2022,46.5
58156,Marcy,2017,40.3
58156,Marcy,2022,39.4
58157,Marigny-l'Église,2017,36.6
58157,Marigny-l'Église,2022,39.4
58158,Mars-sur-Allier,2017,46
58158,Mars-sur-Allier,2022,49.2
58159,Marigny-sur-Yonne,2017,37.3
58159,Marigny-sur-Yonne,2022,30.2
58160,Marzy,2017,48.9
58160,Marzy,2022,51.1
58161,Maux,2017,40.9
58161,Maux,2022,46.5
58162,Menestreau,2017,42.2
58162,Menestreau,2022,42.9
58163,Menou,2017,38.2
58163,Menou,2022,38.5
58164,Mesves-sur-Loire,2017,52.7
58164,Mesves-sur-Loire,2022,51.6
58165,Metz-le-Comte,2017,31.9
58165,Metz-le-Comte,2022,34
58166,Mhère,2017,45.2
58166,Mhère,2022,39.5
58168,Millay,2017,47
58168,Millay,2022,47.4
58169,Moissy-Moulinot,2017,28
58169,Moissy-Moulinot,2022,14.3
58170,Monceaux-le-Comte,2017,48.2
58170,Monceaux-le-Comte,2022,45.6
58171,Montapas,2017,38
58171,Montapas,2022,37.6
58172,Montambert,2017,36.4
58172,Montambert,2022,38.5
58173,Montaron,2017,48
58173,Montaron,2022,44.1
58174,Montenoison,2017,35.7
58174,Montenoison,2022,32.2
58175,Mont-et-Marré,2017,36.4
58175,Mont-et-Marré,2022,36.6
58176,Montigny-aux-Amognes,2017,49.8
58176,Montigny-aux-Amognes,2022,43.8
58177,Montigny-en-Morvan,2017,41.7
58177,Montigny-en-Morvan,2022,46.4
58178,Montigny-sur-Canne,2017,54.6
58178,Montigny-sur-Canne,2022,46.4
58179,Montreuillon,2017,45.9
58179,Montreuillon,2022,41.5
58180,Montsauche-les-Settons,2017,44.1
58180,Montsauche-les-Settons,2022,49.5
58181,Moraches,2017,41.2
58181,Moraches,2022,43.1
58182,Moulins-Engilbert,2017,45.6
58182,Moulins-Engilbert,2022,47.4
58183,Mouron-sur-Yonne,2017,43.4
58183,Mouron-sur-Yonne,2022,27.5
58184,Moussy,2017,33
58184,Moussy,2022,31.6
58185,Moux-en-Morvan,2017,44.8
58185,Moux-en-Morvan,2022,44.4
58186,Murlin,2017,36.1
58186,Murlin,2022,33.3
58187,Myennes,2017,53.8
58187,Myennes,2022,48.7
58188,Nannay,2017,30.3
58188,Nannay,2022,39.4
58189,Narcy,2017,49.8
58189,Narcy,2022,54.8
58190,Neuffontaines,2017,44.5
58190,Neuffontaines,2022,45.2
58191,Neuilly,2017,46.3
58191,Neuilly,2022,52.7
58192,Neuville-lès-Decize,2017,43.3
58192,Neuville-lès-Decize,2022,46.1
58193,Neuvy-sur-Loire,2017,51.1
58193,Neuvy-sur-Loire,2022,52
58194,Nevers,2017,55.9
58194,Nevers,2022,57.1
58195,La Nocle-Maulaix,2017,39.3
58195,La Nocle-Maulaix,2022,35.5
58196,Nolay,2017,51.9
58196,Nolay,2022,53.6
58197,Nuars,2017,38.4
58197,Nuars,2022,35
58198,Oisy,2017,50.4
58198,Oisy,2022,46.2
58199,Onlay,2017,39.5
58199,Onlay,2022,30.6
58200,Ouagne,2017,43
58200,Ouagne,2022,34.1
58201,Oudan,2017,48
58201,Oudan,2022,45.5
58202,Ougny,2017,56.8
58202,Ougny,2022,33.3
58203,Oulon,2017,40.6
58203,Oulon,2022,40
58204,Vaux d'Amognes,2017,50.7
58204,Vaux d'Amognes,2022,45.2
58205,Ouroux-en-Morvan,2017,51.9
58205,Ouroux-en-Morvan,2022,50.9
58206,Parigny-la-Rose,2017,43.2
58206,Parigny-la-Rose,2022,25.6
58207,Parigny-les-Vaux,2017,46.1
58207,Parigny-les-Vaux,2022,47.1
58208,Pazy,2017,38.4
58208,Pazy,2022,45
58209,Perroy,2017,51.9
58209,Perroy,2022,39.7
58210,Planchez,2017,39.6
58210,Planchez,2022,41.7
58211,Poil,2017,35.5
58211,Poil,2022,35.6
58212,Poiseux,2017,52.9
58212,Poiseux,2022,49.8
58213,Pougny,2017,53.1
58213,Pougny,2022,53
58214,Pougues-les-Eaux,2017,50.8
58214,Pougues-les-Eaux,2022,46.8
58215,Pouilly-sur-Loire,2017,48
58215,Pouilly-sur-Loire,2022,53.2
58216,Pouques-Lormes,2017,44.9
58216,Pouques-Lormes,2022,40.2
58217,Pousseaux,2017,52.7
58217,Pousseaux,2022,57.1
58218,Prémery,2017,47.7
58218,Prémery,2022,49.3
58219,Préporché,2017,47.8
58219,Préporché,2022,43.1
58220,Raveau,2017,49.9
58220,Raveau,2022,50.6
58221,Rémilly,2017,47.2
58221,Rémilly,2022,35.8
58222,Rix,2017,47.7
58222,Rix,2022,54.3
58223,Rouy,2017,50.6
58223,Rouy,2022,46
58224,Ruages,2017,38.2
58224,Ruages,2022,44.1
58225,Saincaize-Meauce,2017,52.3
58225,Saincaize-Meauce,2022,47.5
58226,Saint-Agnan,2017,32.6
58226,Saint-Agnan,2022,38
58227,Saint-Amand-en-Puisaye,2017,48.8
58227,Saint-Amand-en-Puisaye,2022,51.1
58228,Saint-Andelain,2017,46.4
58228,Saint-Andelain,2022,42.9
58229,Saint-André-en-Morvan,2017,50.6
58229,Saint-André-en-Morvan,2022,50.2
58230,Saint-Aubin-des-Chaumes,2017,40.3
58230,Saint-Aubin-des-Chaumes,2022,49.3
58231,Saint-Aubin-les-Forges,2017,44.1
58231,Saint-Aubin-les-Forges,2022,47.3
58232,Saint-Benin-d'Azy,2017,45
58232,Saint-Benin-d'Azy,2022,41.8
58233,Saint-Benin-des-Bois,2017,43.9
58233,Saint-Benin-des-Bois,2022,41
58234,Saint-Bonnot,2017,31.6
58234,Saint-Bonnot,2022,52.5
58235,Saint-Brisson,2017,37
58235,Saint-Brisson,2022,44
58236,Sainte-Colombe-des-Bois,2017,41.4
58236,Sainte-Colombe-des-Bois,2022,33.3
58237,Saint-Didier,2017,39.4
58237,Saint-Didier,2022,37.9
58238,Saint-Éloi,2017,52.3
58238,Saint-Éloi,2022,48.8
58239,Saint-Firmin,2017,46.2
58239,Saint-Firmin,2022,45
58240,Saint-Franchy,2017,44.4
58240,Saint-Franchy,2022,51.9
58241,Saint-Germain-Chassenay,2017,47
58241,Saint-Germain-Chassenay,2022,47
58242,Saint-Germain-des-Bois,2017,39.5
58242,Saint-Germain-des-Bois,2022,34
58243,Saint-Gratien-Savigny,2017,52.2
58243,Saint-Gratien-Savigny,2022,33.3
58244,Saint-Hilaire-en-Morvan,2017,38.5
58244,Saint-Hilaire-en-Morvan,2022,41.5
58245,Saint-Hilaire-Fontaine,2017,39.9
58245,Saint-Hilaire-Fontaine,2022,39.2
58246,Saint-Honoré-les-Bains,2017,43.4
58246,Saint-Honoré-les-Bains,2022,41.6
58247,Saint-Jean-aux-Amognes,2017,54.1
58247,Saint-Jean-aux-Amognes,2022,46.9
58248,Saint-Laurent-l'Abbaye,2017,48.2
58248,Saint-Laurent-l'Abbaye,2022,43.2
58249,Saint-Léger-de-Fougeret,2017,31.6
58249,Saint-Léger-de-Fougeret,2022,33.7
58250,Saint-Léger-des-Vignes,2017,51.6
58250,Saint-Léger-des-Vignes,2022,49.9
58251,Saint-Loup-des-Bois,2017,42.4
58251,Saint-Loup-des-Bois,2022,45.9
58252,Saint-Malo-en-Donziois,2017,36.7
58252,Saint-Malo-en-Donziois,2022,34.5
58253,Sainte-Marie,2017,51.2
58253,Sainte-Marie,2022,36.8
58254,Saint-Martin-d'Heuille,2017,43.6
58254,Saint-Martin-d'Heuille,2022,40.9
58255,Saint-Martin-du-Puy,2017,41
58255,Saint-Martin-du-Puy,2022,43.8
58256,Saint-Martin-sur-Nohain,2017,48.7
58256,Saint-Martin-sur-Nohain,2022,48.3
58257,Saint-Maurice,2017,44.2
58257,Saint-Maurice,2022,40
58258,Saint-Ouen-sur-Loire,2017,54.8
58258,Saint-Ouen-sur-Loire,2022,53.8
